date,surface,posted_url,target,anchor,anchor_type,dofollow,da,status,notes
2026-05-15,telegra.ph,https://telegra.ph/Best-Free-Hentai-Streaming-Sites-in-2026-05-15,https://iku.gg,https://iku.gg,naked-url,yes,91,live,article "Best Free Hentai Streaming Sites in 2026" — anonymous publish
